name,simulationIndex,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 0.2 - bristle,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,100,x 0.2,0,10,1,<none>,0
Figure 0.2 - bristle,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,100,x 0.2,0,10,1,<none>,0
Figure 0.2 - bristle,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,100,x 0.2,0,10,1,<none>,0
Figure 0.2 - bristle,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,100,x 0.2,0,10,1,<none>,0
Figure 0.2 - bristle,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,100,x 0.2,0,10,1,<none>,0
Figure 0.3 - average,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,150,10,1,<none>,0
Figure 0.3 - average,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,150,10,1,<none>,0
Figure 0.3 - bristle,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bristle,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Benign,200,-,0,10,1,<none>,0
Figure 0.4 - average,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-0-0-0-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,1,MNIST,Adam,1e-3,<none>,5e-3,5,[0-50-50-50-50-0-0-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,2,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-50-50-50-50-0-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,3,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-50-50-50-50-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,4,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-50-50-50-50-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,5,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-50-50-50-50-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,6,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-0-50-50-50-50],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-0-0-0-0-0-0-50-50-50],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-0-0-0-0-0-0-50-50],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-0-0-0-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,1,MNIST,Adam,1e-3,<none>,5e-3,5,[0-50-50-50-50-0-0-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,2,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-50-50-50-50-0-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,3,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-50-50-50-50-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,4,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-50-50-50-50-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,5,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-50-50-50-50-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,6,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-0-50-50-50-50],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-0-0-0-0-0-0-50-50-50],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-0-0-0-0-0-0-50-50],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
