name,simulationIndex,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 3.2 - bridge,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bridge,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bridge,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bridge,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bridge,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bridge,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bridge,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - mozi,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
Figure 3.2 - bristle,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bristle,All,Label flip,200,-,0,10,1,<none>,20
