name,simulationIndex,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 1.3 - bridge,5,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,6,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,7,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,8,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,0,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,1,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,2,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,3,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,4,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,5,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,6,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,7,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - mozi,8,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Mozi (frac=0.5),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,0,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,1,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,2,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,3,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,4,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,5,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,6,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,7,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bristle,8,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bristle,All,Benign,150,-,0,10,1,<none>,0
